iter	Passed	Remaining
1374	23259	145902
1375	23276	145882
1376	23292	145863
1377	23309	145845
1378	23325	145822
1379	23341	145802
1380	23358	145784
1381	23375	145764
1382	23392	145749
1383	23409	145731
1384	23425	145712
1385	23441	145685
1386	23458	145671
1387	23474	145649
1388	23493	145646
1389	23509	145626
1390	23526	145609
1391	23542	145587
1392	23560	145571
1393	23576	145554
1394	23594	145541
1395	23611	145523
1396	23628	145507
1397	23645	145492
1398	23660	145465
1399	23680	145463
1400	23696	145444
1401	23713	145424
1402	23728	145399
1403	23745	145382
1404	23761	145362
1405	23778	145341
1406	23794	145321
1407	23810	145300
1408	23827	145280
1409	23843	145259
1410	23859	145239
1411	23875	145215
1412	23891	145192
1413	23907	145171
1414	23924	145154
1415	23944	145154
1416	23960	145131
1417	23978	145119
1418	23994	145097
1419	24011	145083
1420	24028	145064
1421	24050	145082
1422	24073	145101
1423	24093	145099
1424	24109	145081
1425	24126	145062
1426	24142	145040
1427	24159	145022
1428	24175	145003
1429	24192	144985
1430	24209	144970
1431	24226	144954
1432	24245	144949
1433	24262	144931
1434	24279	144913
1435	24296	144897
1436	24312	144878
1437	24329	144860
1438	24345	144839
1439	24361	144816
1440	24377	144793
1441	24393	144772
1442	24410	144754
1443	24426	144733
1444	24444	144719
1445	24460	144698
1446	24476	144679
1447	24493	144657
1448	24509	144638
1449	24525	144618
1450	24542	144597
1451	24557	144573
1452	24574	144553
1453	24591	144540
1454	24608	144521
1455	24624	144502
1456	24642	144490
1457	24659	144472
1458	24675	144452
1459	24692	144432
1460	24708	144412
1461	24724	144391
1462	24741	144374
1463	24758	144358
1464	24777	144354
1465	24794	144337
1466	24811	144320
1467	24828	144301
1468	24844	144283
1469	24860	144261
1470	24877	144242
1471	24893	144220
1472	24910	144202
1473	24926	144180
1474	24943	144162
1475	24958	144134
1476	24974	144112
1477	24990	144093
1478	25007	144078
1479	25023	144055
1480	25041	144041
1481	25060	144036
1482	25082	144052
1483	25101	144043
1484	25117	144025
1485	25134	144008
1486	25152	143995
1487	25170	143984
1488	25186	143965
1489	25204	143955
1490	25220	143932
1491	25236	143906
1492	25252	143886
1493	25268	143867
1494	25285	143849
1495	25301	143826
1496	25317	143804
1497	25333	143781
1498	25349	143760
1499	25367	143749
1500	25384	143732
1501	25400	143712
1502	25417	143693
1503	25433	143672
1504	25449	143649
1505	25466	143634
1506	25483	143618
1507	25500	143601
1508	25517	143583
1509	25533	143563
1510	25549	143542
1511	25566	143522
1512	25582	143504
1513	25599	143486
1514	25616	143467
1515	25633	143453
1516	25650	143436
1517	25668	143423
1518	25685	143407
1519	25702	143391
1520	25718	143373
1521	25736	143357
1522	25754	143351
1523	25771	143331
1524	25787	143313
1525	25804	143294
1526	25820	143273
1527	25837	143257
1528	25854	143240
1529	25870	143220
1530	25887	143199
1531	25904	143184
1532	25919	143160
1533	25936	143138
1534	25951	143116
1535	25969	143100
1536	25986	143085
1537	26002	143062
1538	26020	143052
1539	26036	143029
1540	26051	143004
1541	26069	142995
1542	26089	142993
1543	26111	143006
1544	26132	143010
1545	26149	142991
1546	26165	142969
1547	26181	142949
1548	26200	142942
1549	26216	142924
1550	26233	142903
1551	26249	142882
1552	26265	142861
1553	26281	142838
1554	26297	142820
1555	26314	142801
1556	26333	142793
1557	26351	142785
1558	26368	142769
1559	26385	142750
1560	26401	142732
1561	26418	142713
1562	26434	142694
1563	26452	142682
1564	26469	142664
1565	26486	142646
1566	26503	142629
1567	26519	142611
1568	26537	142597
1569	26553	142578
1570	26570	142561
1571	26586	142538
1572	26603	142519
1573	26619	142497
1574	26636	142486
1575	26654	142470
1576	26670	142450
1577	26686	142428
1578	26702	142409
1579	26719	142390
1580	26735	142371
1581	26752	142351
1582	26768	142333
1583	26785	142313
1584	26801	142291
1585	26816	142267
1586	26832	142244
1587	26849	142225
1588	26865	142204
1589	26881	142182
1590	26896	142159
1591	26912	142136
1592	26928	142114
1593	26945	142095
1594	26961	142074
1595	26977	142053
1596	26993	142031
1597	27010	142019
1598	27027	141999
1599	27043	141978
1600	27059	141956
1601	27076	141939
1602	27093	141925
1603	27109	141903
1604	27134	141928
1605	27155	141932
1606	27171	141913
1607	27188	141893
1608	27203	141869
1609	27220	141849
1610	27236	141830
1611	27252	141809
1612	27269	141790
1613	27285	141767
1614	27301	141746
1615	27318	141730
1616	27334	141711
1617	27351	141691
1618	27367	141672
1619	27384	141654
1620	27400	141634
1621	27419	141625
1622	27433	141597
1623	27450	141580
1624	27466	141557
1625	27483	141544
1626	27499	141520
1627	27516	141506
1628	27533	141489
1629	27551	141478
1630	27569	141462
1631	27585	141444
1632	27602	141428
1633	27620	141416
1634	27637	141397
1635	27655	141385
1636	27671	141366
1637	27687	141346
1638	27704	141328
1639	27722	141315
1640	27738	141295
1641	27754	141276
1642	27771	141259
1643	27787	141238
1644	27804	141220
1645	27820	141198
1646	27837	141180
1647	27853	141159
1648	27869	141138
1649	27885	141116
1650	27901	141097
